Transaction_ID,Time,Amount,City,Device,Merchant,UPI_App,Hour,Is_Fraud,Day,Date
35331,2026-01-09 19:05:00,17.1,Mumbai,Old,Grocery,GPay,19,0,Friday,2026-01-09
89157,2026-01-28 11:38:00,705.04,Delhi,New,Grocery,Paytm,11,0,Wednesday,2026-01-28
61686,2026-01-18 22:42:30,373.62,Coimbatore,New,Petrol,Paytm,22,1,Sunday,2026-01-18
85499,2026-01-27 05:09:00,1986.21,Delhi,New,BillPay,PhonePe,5,0,Tuesday,2026-01-27
14728,2026-01-02 15:23:30,742.85,Chennai,New,Zomato,GPay,15,0,Friday,2026-01-02
95199,2026-01-30 13:59:00,160.51,Coimbatore,Old,Zomato,Paytm,13,0,Friday,2026-01-30
45796,2026-01-13 10:17:30,416.16,Mumbai,Old,Swiggy,Paytm,10,0,Tuesday,2026-01-13
22257,2026-01-05 06:08:00,151.07,Coimbatore,Old,BillPay,GPay,6,0,Monday,2026-01-05
45719,2026-01-13 09:39:00,1596.9,Hyderabad,Old,Zomato,PhonePe,9,0,Tuesday,2026-01-13
80552,2026-01-25 11:55:30,532.88,Delhi,Old,BillPay,Paytm,11,0,Sunday,2026-01-25
64375,2026-01-19 21:07:00,299.88,Coimbatore,New,BillPay,PhonePe,21,1,Monday,2026-01-19
49692,2026-01-14 18:45:30,345.17,Hyderabad,Old,Swiggy,Paytm,18,0,Wednesday,2026-01-14
103703,2026-02-02 12:51:00,85.27,Delhi,Old,Petrol,PhonePe,12,0,Monday,2026-02-02
83692,2026-01-26 14:05:30,238.45,Delhi,New,Swiggy,GPay,14,1,Monday,2026-01-26
108071,2026-02-04 01:15:00,39.26,Delhi,New,Amazon,GPay,1,1,Wednesday,2026-02-04
10576,2026-01-01 04:47:30,1194.48,Chennai,Old,Zomato,GPay,4,1,Thursday,2026-01-01
94611,2026-01-30 09:05:00,271.64,Coimbatore,New,Amazon,PhonePe,9,1,Friday,2026-01-30
71770,2026-01-22 10:44:30,167.86,Coimbatore,Old,Petrol,GPay,10,0,Thursday,2026-01-22
42261,2026-01-12 04:50:00,273.91,Chennai,New,Amazon,PhonePe,4,1,Monday,2026-01-12
92200,2026-01-29 12:59:30,156.03,Delhi,Old,BillPay,PhonePe,12,0,Thursday,2026-01-29
46291,2026-01-13 14:25:00,76.91,Delhi,Old,Swiggy,GPay,14,0,Tuesday,2026-01-13
88450,2026-01-28 05:44:30,27.48,Chennai,Old,BillPay,Paytm,5,0,Wednesday,2026-01-28
70056,2026-01-21 20:27:30,109.65,Mumbai,Old,Zomato,GPay,20,0,Wednesday,2026-01-21
55949,2026-01-16 22:54:00,590.92,Chennai,Old,Zomato,PhonePe,22,0,Friday,2026-01-16
38178,2026-01-10 18:48:30,106.46,Mumbai,New,Zomato,GPay,18,1,Saturday,2026-01-10
94464,2026-01-30 07:51:30,5.19,Hyderabad,Old,Zomato,PhonePe,7,0,Friday,2026-01-30
10579,2026-01-01 04:49:00,271.0,Delhi,Old,Petrol,Paytm,4,1,Thursday,2026-01-01
40960,2026-01-11 17:59:30,706.98,Bangalore,Old,Grocery,PhonePe,17,0,Sunday,2026-01-11
74291,2026-01-23 07:45:00,8.38,Delhi,Old,Zomato,PhonePe,7,0,Friday,2026-01-23
24532,2026-01-06 01:05:30,1617.02,Chennai,Old,Grocery,GPay,1,1,Tuesday,2026-01-06
27934,2026-01-07 05:26:30,55.66,Coimbatore,Old,Amazon,PhonePe,5,0,Wednesday,2026-01-07
43609,2026-01-12 16:04:00,105.57,Mumbai,Old,BillPay,GPay,16,0,Monday,2026-01-12
59960,2026-01-18 08:19:30,218.77,Bangalore,Old,BillPay,PhonePe,8,0,Sunday,2026-01-18
76599,2026-01-24 02:59:00,156.04,Bangalore,New,Grocery,PhonePe,2,1,Saturday,2026-01-24
109090,2026-02-04 09:44:30,560.14,Coimbatore,Old,Zomato,GPay,9,0,Wednesday,2026-02-04
44452,2026-01-12 23:05:30,31.16,Mumbai,New,Swiggy,GPay,23,1,Monday,2026-01-12
44081,2026-01-12 20:00:00,1154.42,Hyderabad,Old,Zomato,GPay,20,0,Monday,2026-01-12
73588,2026-01-23 01:53:30,52.69,Mumbai,New,Petrol,PhonePe,1,1,Friday,2026-01-23
14294,2026-01-02 11:46:30,954.47,Bangalore,Old,Swiggy,GPay,11,0,Friday,2026-01-02
79103,2026-01-24 23:51:00,8.0,Bangalore,Old,Grocery,GPay,23,0,Saturday,2026-01-24
96412,2026-01-31 00:05:30,213.02,Mumbai,Old,Amazon,Paytm,0,1,Saturday,2026-01-31
109477,2026-02-04 12:58:00,126.71,Bangalore,Old,Grocery,GPay,12,0,Wednesday,2026-02-04
63930,2026-01-19 17:24:30,401.3,Bangalore,Old,Grocery,GPay,17,0,Monday,2026-01-19
97071,2026-01-31 05:35:00,144.94,Mumbai,Old,BillPay,PhonePe,5,0,Saturday,2026-01-31
75084,2026-01-23 14:21:30,266.58,Chennai,Old,BillPay,PhonePe,14,0,Friday,2026-01-23
40713,2026-01-11 15:56:00,394.69,Delhi,Old,Swiggy,PhonePe,15,0,Sunday,2026-01-11
59183,2026-01-18 01:51:00,87.25,Hyderabad,Old,Grocery,Paytm,1,1,Sunday,2026-01-18
67235,2026-01-20 20:57:00,202.86,Bangalore,Old,Swiggy,Paytm,20,0,Tuesday,2026-01-20
25664,2026-01-06 10:31:30,190.37,Hyderabad,New,Grocery,PhonePe,10,1,Tuesday,2026-01-06
29967,2026-01-07 22:23:00,536.1,Delhi,Old,Grocery,Paytm,22,0,Wednesday,2026-01-07
101913,2026-02-01 21:56:00,36.79,Chennai,Old,Grocery,Paytm,21,0,Sunday,2026-02-01
101958,2026-02-01 22:18:30,84.25,Chennai,Old,Amazon,PhonePe,22,0,Sunday,2026-02-01
91347,2026-01-29 05:53:00,620.06,Coimbatore,New,Amazon,Paytm,5,0,Thursday,2026-01-29
65326,2026-01-20 05:02:30,635.38,Bangalore,Old,Petrol,Paytm,5,0,Tuesday,2026-01-20
39858,2026-01-11 08:48:30,29.98,Coimbatore,Old,Zomato,Paytm,8,0,Sunday,2026-01-11
81223,2026-01-25 17:31:00,241.55,Mumbai,Old,Swiggy,PhonePe,17,0,Sunday,2026-01-25
62459,2026-01-19 05:09:00,151.73,Chennai,Old,Petrol,PhonePe,5,0,Monday,2026-01-19
98346,2026-01-31 16:12:30,86.14,Coimbatore,New,Swiggy,Paytm,16,1,Saturday,2026-01-31
92364,2026-01-29 14:21:30,126.86,Chennai,New,Petrol,PhonePe,14,1,Thursday,2026-01-29
75350,2026-01-23 16:34:30,298.79,Mumbai,Old,BillPay,PhonePe,16,0,Friday,2026-01-23
69650,2026-01-21 17:04:30,83.22,Chennai,Old,Petrol,Paytm,17,0,Wednesday,2026-01-21
54953,2026-01-16 14:36:00,186.3,Hyderabad,Old,Amazon,PhonePe,14,0,Friday,2026-01-16
49526,2026-01-14 17:22:30,10.04,Delhi,Old,Swiggy,Paytm,17,0,Wednesday,2026-01-14
23936,2026-01-05 20:07:30,81.07,Coimbatore,Old,Zomato,PhonePe,20,0,Monday,2026-01-05
103781,2026-02-02 13:30:00,220.15,Delhi,Old,Petrol,Paytm,13,0,Monday,2026-02-02
99885,2026-02-01 05:02:00,42.88,Hyderabad,Old,Petrol,PhonePe,5,0,Sunday,2026-02-01
91144,2026-01-29 04:11:30,169.18,Bangalore,Old,Zomato,PhonePe,4,1,Thursday,2026-01-29
105800,2026-02-03 06:19:30,800.37,Bangalore,Old,Zomato,PhonePe,6,0,Tuesday,2026-02-03
99405,2026-02-01 01:02:00,494.6,Delhi,Old,Petrol,PhonePe,1,1,Sunday,2026-02-01
65224,2026-01-20 04:11:30,394.6,Delhi,New,Zomato,PhonePe,4,1,Tuesday,2026-01-20
83646,2026-01-26 13:42:30,336.56,Delhi,Old,Swiggy,GPay,13,0,Monday,2026-01-26
76294,2026-01-24 00:26:30,1494.13,Chennai,Old,Amazon,PhonePe,0,1,Saturday,2026-01-24
75540,2026-01-23 18:09:30,38.0,Mumbai,New,Grocery,GPay,18,1,Friday,2026-01-23
38111,2026-01-10 18:15:00,752.73,Delhi,Old,Petrol,Paytm,18,0,Saturday,2026-01-10
51929,2026-01-15 13:24:00,65.7,Chennai,Old,Amazon,PhonePe,13,0,Thursday,2026-01-15
96547,2026-01-31 01:13:00,705.05,Mumbai,Old,BillPay,PhonePe,1,1,Saturday,2026-01-31
92586,2026-01-29 16:12:30,364.72,Hyderabad,New,Zomato,GPay,16,1,Thursday,2026-01-29
48604,2026-01-14 09:41:30,1160.51,Coimbatore,Old,Swiggy,PhonePe,9,0,Wednesday,2026-01-14
101658,2026-02-01 19:48:30,423.12,Hyderabad,Old,Zomato,PhonePe,19,0,Sunday,2026-02-01
72787,2026-01-22 19:13:00,1127.15,Chennai,New,Petrol,Paytm,19,0,Thursday,2026-01-22
94341,2026-01-30 06:50:00,540.69,Delhi,Old,Amazon,GPay,6,0,Friday,2026-01-30
49875,2026-01-14 20:17:00,44.79,Delhi,Old,Zomato,PhonePe,20,0,Wednesday,2026-01-14
88469,2026-01-28 05:54:00,44.02,Coimbatore,Old,Zomato,Paytm,5,0,Wednesday,2026-01-28
41632,2026-01-11 23:35:30,767.97,Hyderabad,New,Grocery,PhonePe,23,0,Sunday,2026-01-11
24953,2026-01-06 04:36:00,612.83,Bangalore,Old,BillPay,PhonePe,4,1,Tuesday,2026-01-06
49332,2026-01-14 15:45:30,291.46,Delhi,New,BillPay,PhonePe,15,1,Wednesday,2026-01-14
58588,2026-01-17 20:53:30,256.43,Bangalore,Old,BillPay,Paytm,20,0,Saturday,2026-01-17
93595,2026-01-30 00:37:00,138.51,Chennai,New,Zomato,GPay,0,1,Friday,2026-01-30
51488,2026-01-15 09:43:30,332.57,Hyderabad,Old,Amazon,PhonePe,9,0,Thursday,2026-01-15
49628,2026-01-14 18:13:30,109.14,Mumbai,Old,Petrol,Paytm,18,0,Wednesday,2026-01-14
97895,2026-01-31 12:27:00,558.47,Delhi,Old,Amazon,PhonePe,12,0,Saturday,2026-01-31
36304,2026-01-10 03:11:30,115.77,Mumbai,Old,BillPay,Paytm,3,1,Saturday,2026-01-10
77404,2026-01-24 09:41:30,815.25,Hyderabad,Old,Petrol,Paytm,9,0,Saturday,2026-01-24
108085,2026-02-04 01:22:00,111.98,Delhi,Old,BillPay,GPay,1,1,Wednesday,2026-02-04
105602,2026-02-03 04:40:30,859.36,Mumbai,Old,Petrol,Paytm,4,1,Tuesday,2026-02-03
15020,2026-01-02 17:49:30,780.59,Mumbai,Old,Swiggy,Paytm,17,0,Friday,2026-01-02
15224,2026-01-02 19:31:30,175.28,Mumbai,New,Amazon,GPay,19,1,Friday,2026-01-02
25781,2026-01-06 11:30:00,41.68,Bangalore,Old,Amazon,Paytm,11,0,Tuesday,2026-01-06
55557,2026-01-16 19:38:00,682.35,Hyderabad,Old,Zomato,PhonePe,19,0,Friday,2026-01-16
22897,2026-01-05 11:28:00,272.33,Hyderabad,Old,Grocery,PhonePe,11,0,Monday,2026-01-05
44305,2026-01-12 21:52:00,697.24,Chennai,Old,Swiggy,GPay,21,0,Monday,2026-01-12
103323,2026-02-02 09:41:00,825.33,Bangalore,New,Swiggy,Paytm,9,0,Monday,2026-02-02
15325,2026-01-02 20:22:00,22.61,Bangalore,Old,BillPay,PhonePe,20,0,Friday,2026-01-02
62926,2026-01-19 09:02:30,350.82,Delhi,Old,Zomato,GPay,9,0,Monday,2026-01-19
72865,2026-01-22 19:52:00,430.18,Delhi,Old,BillPay,Paytm,19,0,Thursday,2026-01-22
18019,2026-01-03 18:49:00,243.76,Bangalore,Old,Grocery,GPay,18,0,Saturday,2026-01-03
92945,2026-01-29 19:12:00,76.14,Bangalore,Old,Amazon,GPay,19,0,Thursday,2026-01-29
100377,2026-02-01 09:08:00,547.65,Hyderabad,Old,Swiggy,Paytm,9,0,Sunday,2026-02-01
51721,2026-01-15 11:40:00,209.56,Mumbai,Old,Zomato,PhonePe,11,0,Thursday,2026-01-15
10867,2026-01-01 07:13:00,67.48,Hyderabad,Old,BillPay,Paytm,7,0,Thursday,2026-01-01
108444,2026-02-04 04:21:30,99.08,Chennai,Old,BillPay,PhonePe,4,1,Wednesday,2026-02-04
93040,2026-01-29 19:59:30,378.19,Mumbai,Old,Grocery,Paytm,19,0,Thursday,2026-01-29
23925,2026-01-05 20:02:00,326.53,Hyderabad,New,Zomato,PhonePe,20,1,Monday,2026-01-05
89893,2026-01-28 17:46:00,170.74,Coimbatore,New,Petrol,PhonePe,17,1,Wednesday,2026-01-28
41184,2026-01-11 19:51:30,203.36,Bangalore,Old,Grocery,PhonePe,19,0,Sunday,2026-01-11
23800,2026-01-05 18:59:30,661.17,Bangalore,New,Petrol,PhonePe,18,0,Monday,2026-01-05
50989,2026-01-15 05:34:00,122.95,Mumbai,Old,Grocery,Paytm,5,0,Thursday,2026-01-15
76734,2026-01-24 04:06:30,224.41,Mumbai,Old,Grocery,Paytm,4,1,Saturday,2026-01-24
88331,2026-01-28 04:45:00,309.79,Delhi,New,BillPay,PhonePe,4,1,Wednesday,2026-01-28
34379,2026-01-09 11:09:00,6.2,Chennai,Old,Swiggy,GPay,11,0,Friday,2026-01-09
33415,2026-01-09 03:07:00,342.57,Bangalore,Old,Zomato,GPay,3,1,Friday,2026-01-09
107560,2026-02-03 20:59:30,113.83,Bangalore,Old,Grocery,GPay,20,0,Tuesday,2026-02-03
32993,2026-01-08 23:36:00,1.45,Delhi,Old,Petrol,GPay,23,0,Thursday,2026-01-08
13232,2026-01-02 02:55:30,374.35,Delhi,New,Petrol,Paytm,2,1,Friday,2026-01-02
51996,2026-01-15 13:57:30,833.46,Bangalore,Old,Swiggy,GPay,13,0,Thursday,2026-01-15
59188,2026-01-18 01:53:30,227.6,Hyderabad,New,Zomato,GPay,1,1,Sunday,2026-01-18
32515,2026-01-08 19:37:00,261.33,Chennai,Old,Grocery,GPay,19,0,Thursday,2026-01-08
31326,2026-01-08 09:42:30,302.74,Delhi,Old,Swiggy,Paytm,9,0,Thursday,2026-01-08
96234,2026-01-30 22:36:30,431.38,Coimbatore,Old,BillPay,GPay,22,0,Friday,2026-01-30
98127,2026-01-31 14:23:00,308.49,Mumbai,Old,Swiggy,GPay,14,0,Saturday,2026-01-31
39824,2026-01-11 08:31:30,110.89,Chennai,Old,Amazon,GPay,8,0,Sunday,2026-01-11
102485,2026-02-02 02:42:00,20.39,Hyderabad,Old,BillPay,Paytm,2,1,Monday,2026-02-02
78425,2026-01-24 18:12:00,65.11,Hyderabad,Old,Swiggy,GPay,18,0,Saturday,2026-01-24
74484,2026-01-23 09:21:30,121.94,Delhi,Old,Amazon,PhonePe,9,0,Friday,2026-01-23
61020,2026-01-18 17:09:30,307.67,Chennai,Old,Amazon,Paytm,17,0,Sunday,2026-01-18
36754,2026-01-10 06:56:30,110.98,Mumbai,Old,Grocery,Paytm,6,0,Saturday,2026-01-10
59964,2026-01-18 08:21:30,731.03,Mumbai,Old,Grocery,PhonePe,8,0,Sunday,2026-01-18
52732,2026-01-15 20:05:30,250.79,Bangalore,New,Grocery,Paytm,20,1,Thursday,2026-01-15
39057,2026-01-11 02:08:00,333.34,Chennai,Old,Zomato,GPay,2,1,Sunday,2026-01-11
65318,2026-01-20 04:58:30,221.63,Hyderabad,Old,Amazon,PhonePe,4,1,Tuesday,2026-01-20
45497,2026-01-13 07:48:00,218.65,Delhi,Old,Petrol,Paytm,7,0,Tuesday,2026-01-13
66338,2026-01-20 13:28:30,79.27,Bangalore,Old,Petrol,GPay,13,0,Tuesday,2026-01-20
89278,2026-01-28 12:38:30,84.91,Chennai,New,BillPay,PhonePe,12,1,Wednesday,2026-01-28
15465,2026-01-02 21:32:00,124.13,Mumbai,New,Petrol,Paytm,21,1,Friday,2026-01-02
80156,2026-01-25 08:37:30,54.85,Delhi,Old,Grocery,PhonePe,8,0,Sunday,2026-01-25
80670,2026-01-25 12:54:30,610.12,Mumbai,Old,BillPay,PhonePe,12,0,Sunday,2026-01-25
66014,2026-01-20 10:46:30,47.15,Mumbai,New,Petrol,Paytm,10,1,Tuesday,2026-01-20
22086,2026-01-05 04:42:30,136.38,Coimbatore,Old,Zomato,Paytm,4,1,Monday,2026-01-05
66819,2026-01-20 17:29:00,657.03,Coimbatore,Old,Petrol,GPay,17,0,Tuesday,2026-01-20
30001,2026-01-07 22:40:00,523.73,Hyderabad,New,Swiggy,Paytm,22,0,Wednesday,2026-01-07
79067,2026-01-24 23:33:00,252.42,Bangalore,Old,Grocery,Paytm,23,0,Saturday,2026-01-24
60453,2026-01-18 12:26:00,166.13,Mumbai,Old,Amazon,GPay,12,0,Sunday,2026-01-18
100710,2026-02-01 11:54:30,36.29,Hyderabad,Old,BillPay,Paytm,11,0,Sunday,2026-02-01
62885,2026-01-19 08:42:00,590.08,Hyderabad,New,Amazon,GPay,8,0,Monday,2026-01-19
40964,2026-01-11 18:01:30,23.34,Hyderabad,Old,Grocery,GPay,18,0,Sunday,2026-01-11
44574,2026-01-13 00:06:30,768.57,Delhi,Old,Grocery,GPay,0,1,Tuesday,2026-01-13
25295,2026-01-06 07:27:00,157.71,Coimbatore,Old,Petrol,PhonePe,7,0,Tuesday,2026-01-06
37919,2026-01-10 16:39:00,548.04,Coimbatore,Old,Grocery,Paytm,16,0,Saturday,2026-01-10
56121,2026-01-17 00:20:00,591.61,Delhi,Old,BillPay,GPay,0,1,Saturday,2026-01-17
45074,2026-01-13 04:16:30,532.54,Coimbatore,Old,Amazon,GPay,4,1,Tuesday,2026-01-13
20551,2026-01-04 15:55:00,228.65,Bangalore,Old,Amazon,GPay,15,0,Sunday,2026-01-04
101128,2026-02-01 15:23:30,17.89,Coimbatore,Old,Amazon,GPay,15,0,Sunday,2026-02-01
10691,2026-01-01 05:45:00,156.44,Mumbai,Old,Zomato,Paytm,5,0,Thursday,2026-01-01
87730,2026-01-27 23:44:30,554.98,Bangalore,New,Petrol,GPay,23,0,Tuesday,2026-01-27
46097,2026-01-13 12:48:00,142.79,Coimbatore,Old,Petrol,PhonePe,12,0,Tuesday,2026-01-13
75352,2026-01-23 16:35:30,231.0,Coimbatore,Old,Grocery,Paytm,16,0,Friday,2026-01-23
21041,2026-01-04 20:00:00,341.73,Chennai,Old,Zomato,Paytm,20,0,Sunday,2026-01-04
14222,2026-01-02 11:10:30,380.39,Bangalore,New,Grocery,Paytm,11,1,Friday,2026-01-02
10822,2026-01-01 06:50:30,1.86,Hyderabad,New,Petrol,GPay,6,1,Thursday,2026-01-01
48129,2026-01-14 05:44:00,639.31,Hyderabad,New,Swiggy,Paytm,5,0,Wednesday,2026-01-14
99152,2026-01-31 22:55:30,114.74,Mumbai,Old,BillPay,Paytm,22,0,Saturday,2026-01-31
39232,2026-01-11 03:35:30,234.15,Mumbai,New,Zomato,Paytm,3,1,Sunday,2026-01-11
60557,2026-01-18 13:18:00,582.82,Delhi,New,Zomato,Paytm,13,0,Sunday,2026-01-18
43685,2026-01-12 16:42:00,555.63,Coimbatore,Old,Swiggy,Paytm,16,0,Monday,2026-01-12
68754,2026-01-21 09:36:30,1310.44,Chennai,Old,BillPay,GPay,9,0,Wednesday,2026-01-21
37023,2026-01-10 09:11:00,138.99,Chennai,Old,Petrol,GPay,9,0,Saturday,2026-01-10
46906,2026-01-13 19:32:30,405.58,Bangalore,Old,Petrol,PhonePe,19,0,Tuesday,2026-01-13
10271,2026-01-01 02:15:00,662.95,Chennai,Old,BillPay,GPay,2,1,Thursday,2026-01-01
18867,2026-01-04 01:53:00,216.51,Delhi,Old,Zomato,GPay,1,1,Sunday,2026-01-04
25007,2026-01-06 05:03:00,119.29,Chennai,Old,Petrol,Paytm,5,0,Tuesday,2026-01-06
14689,2026-01-02 15:04:00,314.33,Mumbai,Old,Zomato,PhonePe,15,0,Friday,2026-01-02
91996,2026-01-29 11:17:30,372.09,Bangalore,New,Amazon,Paytm,11,1,Thursday,2026-01-29
94373,2026-01-30 07:06:00,34.97,Chennai,Old,Amazon,Paytm,7,0,Friday,2026-01-30
12515,2026-01-01 20:57:00,394.03,Coimbatore,New,Grocery,Paytm,20,1,Thursday,2026-01-01
46400,2026-01-13 15:19:30,456.99,Bangalore,New,Petrol,Paytm,15,1,Tuesday,2026-01-13
48869,2026-01-14 11:54:00,762.61,Mumbai,New,Grocery,PhonePe,11,0,Wednesday,2026-01-14
68245,2026-01-21 05:22:00,69.41,Mumbai,Old,Petrol,GPay,5,0,Wednesday,2026-01-21
40410,2026-01-11 13:24:30,343.81,Hyderabad,New,Zomato,Paytm,13,1,Sunday,2026-01-11
64795,2026-01-20 00:37:00,247.7,Chennai,Old,Amazon,Paytm,0,1,Tuesday,2026-01-20
29264,2026-01-07 16:31:30,62.89,Bangalore,New,BillPay,PhonePe,16,1,Wednesday,2026-01-07
93910,2026-01-30 03:14:30,254.8,Chennai,Old,Grocery,PhonePe,3,1,Friday,2026-01-30
36974,2026-01-10 08:46:30,481.31,Delhi,Old,BillPay,PhonePe,8,0,Saturday,2026-01-10
17130,2026-01-03 11:24:30,1161.06,Coimbatore,Old,Zomato,PhonePe,11,0,Saturday,2026-01-03
17145,2026-01-03 11:32:00,1084.78,Bangalore,Old,BillPay,Paytm,11,0,Saturday,2026-01-03
55466,2026-01-16 18:52:30,533.44,Hyderabad,New,BillPay,GPay,18,0,Friday,2026-01-16
11967,2026-01-01 16:23:00,81.57,Delhi,Old,Swiggy,PhonePe,16,0,Thursday,2026-01-01
25153,2026-01-06 06:16:00,1234.95,Bangalore,Old,Petrol,PhonePe,6,0,Tuesday,2026-01-06
29114,2026-01-07 15:16:30,191.28,Bangalore,New,BillPay,PhonePe,15,1,Wednesday,2026-01-07
86207,2026-01-27 11:03:00,833.61,Delhi,Old,Zomato,PhonePe,11,0,Tuesday,2026-01-27
42142,2026-01-12 03:50:30,665.06,Bangalore,New,BillPay,PhonePe,3,1,Monday,2026-01-12
31935,2026-01-08 14:47:00,582.71,Mumbai,New,Swiggy,Paytm,14,0,Thursday,2026-01-08
50360,2026-01-15 00:19:30,84.56,Hyderabad,New,Zomato,GPay,0,1,Thursday,2026-01-15
63842,2026-01-19 16:40:30,329.06,Chennai,Old,Amazon,Paytm,16,0,Monday,2026-01-19
19163,2026-01-04 04:21:00,586.43,Delhi,Old,Zomato,GPay,4,1,Sunday,2026-01-04
97844,2026-01-31 12:01:30,408.32,Mumbai,Old,Swiggy,GPay,12,0,Saturday,2026-01-31
47630,2026-01-14 01:34:30,324.42,Hyderabad,Old,Petrol,Paytm,1,1,Wednesday,2026-01-14
93305,2026-01-29 22:12:00,515.33,Mumbai,Old,Amazon,Paytm,22,0,Thursday,2026-01-29
76270,2026-01-24 00:14:30,226.33,Bangalore,New,Amazon,GPay,0,1,Saturday,2026-01-24
44654,2026-01-13 00:46:30,68.82,Delhi,Old,Zomato,PhonePe,0,1,Tuesday,2026-01-13
